"modul","semester","termin","pruefer","anzahl","bestanden","nichtBestanden","schnitt","schnittBestanden","X1_0","X1_3","X1_7","X2_0","X2_3","X2_7","X3_0","X3_3","X3_7","X4_0","X5_0","ohneNote"
150,61,"03.07.2015","Rübel",40,35,5,3.045,2.766,10,NA,2.5,7.5,10,17.5,7.5,10,10,12.5,12.5,NA
150,61,"31.03.2015","Rübel",177,168,9,2.927,2.815,NA,2.8,4,10.2,15.3,13.6,18.6,14.7,9.6,6.2,5.1,NA
151,52,"06.04.2011","Dreher",35,28,7,3.134,2.668,NA,8.6,2.9,8.6,14.3,2.9,20,14.3,5.7,2.9,20,NA
151,52,"21.02.2011","Dreher",41,37,2,2.683,2.432,4.9,4.9,9.8,12.2,17.1,9.8,19.5,4.9,7.3,NA,9.8,NA
151,52,"21.02.2011","Strulik",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,54,"30.03.2012","Klasen",60,49,11,3.293,2.91,5,3.3,NA,8.3,6.7,13.3,5,16.7,10,13.3,18.3,NA
151,54,"15.02.2012","Klasen",61,50,10,2.88,2.414,4.9,6.6,9.8,9.8,16.4,11.5,9.8,1.6,4.9,6.6,18,NA
151,55,"10.10.2012","Strulik",31,25,4,3,2.52,3.2,9.7,6.5,NA,16.1,22.6,9.7,3.2,NA,9.7,19.4,NA
151,55,"08.08.2012","Strulik",30,18,12,3.41,2.35,NA,10,13.3,NA,10,6.7,10,6.7,3.3,NA,40,NA
151,57,"23.07.2013","Strulik",54,35,15,3.63,2.886,3.7,7.4,5.6,NA,5.6,3.7,5.6,7.4,11.1,14.8,35.2,NA
151,58,"01.10.2013","Strulik",38,33,4,3.366,3.174,NA,NA,5.3,7.9,5.3,7.9,15.8,7.9,18.4,21.1,10.5,NA
151,59,"06.08.2014","Trimborn",94,64,26,3.532,2.844,2.1,3.2,5.3,7.4,7.4,10.6,4.3,4.3,9.6,13.8,31.9,NA
151,60,"07.10.2014","Trimborn",76,57,19,3.549,3.065,5.3,2.6,5.3,5.3,6.6,1.3,3.9,6.6,10.5,27.6,25,NA
151,61,"29.07.2015","Trimborn",68,42,24,3.657,2.826,1.5,2.9,4.4,1.5,8.8,10.3,14.7,4.4,2.9,10.3,38.2,NA
151,62,"07.10.2015","Trimborn",50,39,11,3.35,2.885,4,NA,NA,10,10,6,20,12,6,10,22,NA
152,52,"04.04.2011","Martinez-Zarzoso",105,99,6,2.678,2.536,4.8,8.6,7.6,14.3,12.4,10.5,10.5,8.6,6.7,9.5,5.7,1
152,52,"15.02.2011","Martinez-Zarzoso",63,58,5,2.622,2.417,NA,14.3,14.3,11.1,12.7,11.1,9.5,7.9,3.2,7.9,7.9,NA
152,54,"11.05.2012","Nenadic",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,54,"02.04.2012","Nenadic",110,89,20,3.095,2.646,5.5,8.2,5.5,7.3,9.1,9.1,8.2,9.1,7.3,11.8,19.1,NA
152,54,"20.02.2012","Nenadic",69,62,6,2.62,2.352,7.2,14.5,14.5,8.7,10.1,2.9,11.6,4.3,2.9,13,10.1,NA
152,55,"10.04.2012","Nenadic",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,56,"02.04.2013","Herwartz",61,53,8,3.231,2.964,1.6,1.6,8.2,3.3,9.8,9.8,13.1,8.2,23,8.2,13.1,NA
152,56,"25.02.2013","Herwartz",81,60,18,3.541,3.03,1.2,6.2,6.2,3.7,7.4,2.5,6.2,4.9,14.8,21,25.9,NA
152,57,"20.12.2013","Herwartz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,57,"17.07.2013","Herwartz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,58,"03.04.2014","Herwartz",54,48,6,3.298,3.085,3.7,7.4,3.7,NA,5.6,3.7,11.1,13,24.1,16.7,11.1,NA
152,58,"28.02.2014","Herwartz",116,91,21,3.41,2.974,3.4,0.9,5.2,4.3,10.3,6.9,9.5,12.1,9.5,16.4,21.6,NA
152,59,"30.09.2014","Herwartz",12,8,4,3.483,2.725,8.3,NA,8.3,8.3,NA,16.7,NA,NA,8.3,16.7,33.3,NA
152,59,"04.08.2014","Herwartz",27,25,2,3.03,2.872,7.4,3.7,NA,NA,11.1,18.5,22.2,3.7,14.8,11.1,7.4,NA
152,60,"26.03.2015","Herwartz",61,53,8,3.156,2.877,1.6,NA,4.9,14.8,6.6,11.5,14.8,11.5,9.8,11.5,13.1,NA
152,60,"23.02.2015","Herwartz",60,48,12,3.053,2.567,6.7,8.3,1.7,13.3,1.7,13.3,10,15,3.3,6.7,20,NA
152,61,"12.10.2015","Herwartz",18,13,5,3.6,3.062,5.6,NA,NA,5.6,NA,16.7,5.6,11.1,16.7,11.1,27.8,NA
152,61,"27.07.2015","Herwartz",19,16,3,3.279,2.956,5.3,NA,NA,10.5,5.3,5.3,21.1,15.8,10.5,10.5,15.8,NA
152,62,"22.02.2016","Herwartz",54,44,10,2.861,2.375,1.9,9.3,11.1,7.4,13,22.2,7.4,3.7,1.9,3.7,18.5,NA
153,52,NA,"Rübel",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,53,"17.10.2011","Rübel",92,65,27,3.414,2.755,2.2,5.4,3.3,9.8,5.4,8.7,10.9,7.6,9.8,7.6,29.3,NA
153,53,"01.08.2011","Rübel",64,54,10,3.135,2.783,3.1,1.6,6.3,7.8,7.8,14.1,15.6,10.9,7.8,7.8,15.6,1.6
153,53,"15.07.2011","Rübel",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,53,"14.07.2011","Rübel",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,55,"08.10.2012","Rübel",54,49,4,2.87,2.696,1.9,5.6,7.4,3.7,13,24.1,5.6,16.7,9.3,3.7,7.4,1.9
153,55,"01.10.2012","Rübel",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,55,"06.08.2012","Rübel",63,53,10,3.36,3.083,3.2,1.6,3.2,4.8,7.9,7.9,7.9,14.3,15.9,17.5,11.1,NA
153,57,"07.10.2013","Rübel",67,54,11,2.982,2.542,6,6,7.5,10.4,11.9,10.4,6,6,11.9,6,17.9,NA
153,57,"29.07.2013","Rübel",65,40,22,3.538,2.66,1.5,3.1,7.7,4.6,12.3,4.6,6.2,12.3,3.1,6.2,36.9,1.5
153,59,"13.10.2014","Rübel",80,75,5,2.543,2.379,2.5,8.8,13.8,15,15,10,15,5,7.5,1.3,6.3,NA
153,59,"11.08.2014","Rübel",57,46,11,3.27,2.857,NA,5.3,1.8,7,12.3,8.8,15.8,14,7,8.8,19.3,NA
153,61,"19.10.2015","Rübel",219,190,29,3.217,2.945,NA,NA,3.7,5.5,13.7,17.4,13.2,15.5,7.3,10.5,13.2,NA
153,61,"03.08.2015","Rübel",110,91,19,3.191,2.813,0.9,0.9,7.3,10.9,8.2,19.1,5.5,10,10.9,9.1,17.3,NA
154,52,"20.04.2011","Ohr",12,10,2,2.467,1.96,NA,25,8.3,25,8.3,8.3,8.3,NA,NA,NA,16.7,NA
154,52,"25.02.2011","Ohr",28,27,1,2.782,2.7,3.6,NA,10.7,14.3,17.9,7.1,7.1,17.9,7.1,10.7,3.6,NA
154,56,"03.05.2013","Ohr",38,36,2,2.645,2.514,5.3,5.3,5.3,10.5,18.4,23.7,10.5,2.6,10.5,2.6,5.3,NA
154,56,"22.02.2013","Ohr",40,36,4,2.733,2.481,NA,2.5,10,25,17.5,12.5,2.5,10,5,5,10,NA
154,58,"11.04.2014","Ohr",42,37,5,3.138,2.886,2.4,NA,4.8,7.1,9.5,19,16.7,9.5,4.8,14.3,11.9,NA
154,58,"21.02.2014","Ohr",56,42,14,3.264,2.686,5.4,1.8,3.6,7.1,12.5,7.1,10.7,16.1,8.9,1.8,25,NA
154,60,"09.04.2015","Ohr",37,35,2,2.459,2.314,2.7,8.1,16.2,10.8,18.9,16.2,13.5,5.4,NA,2.7,5.4,NA
154,60,"20.02.2015","Ohr",42,38,3,2.531,2.271,4.8,14.3,9.5,19,11.9,11.9,4.8,2.4,4.8,7.1,9.5,NA
154,62,"26.02.2016","Ohr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,52,"19.04.2011","Bizer",38,35,3,2.329,2.1,10.5,13.2,15.8,5.3,26.3,7.9,2.6,2.6,5.3,2.6,7.9,NA
155,52,"15.02.2011","Bizer",28,22,6,2.821,2.227,NA,7.1,21.4,3.6,25,10.7,7.1,NA,NA,3.6,21.4,NA
155,52,"24.01.2011","Gubaydullina",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,56,"11.04.2013","Bizer",28,25,3,2.954,2.708,NA,14.3,NA,NA,25,10.7,7.1,14.3,10.7,7.1,10.7,NA
155,56,"21.02.2013","Bizer",33,31,2,2.539,2.381,3,12.1,9.1,21.2,9.1,9.1,6.1,18.2,3,3,6.1,NA
155,58,"10.04.2014","Bizer",25,24,1,2.776,2.683,4,4,20,4,12,4,12,12,12,12,4,NA
155,58,"20.02.2014","Bizer",48,41,7,2.927,2.573,NA,8.3,14.6,10.4,4.2,14.6,12.5,8.3,2.1,10.4,14.6,NA
155,60,"30.01.2015","Meub",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,61,"19.10.2015","Birg",35,35,0,2.283,2.283,22.9,5.7,14.3,11.4,2.9,11.4,8.6,2.9,5.7,14.3,NA,NA
155,61,"03.08.2015","Birg",40,33,7,2.765,2.291,2.5,7.5,12.5,15,15,15,NA,12.5,2.5,NA,17.5,NA
156,52,"15.02.2011","Schwager",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,52,"19.04.2011","Ohr",46,36,10,2.907,2.309,8.7,6.5,10.9,17.4,4.3,6.5,4.3,4.3,6.5,6.5,21.7,2.2
380,52,"08.02.2011","Ohr",59,39,20,3.657,2.95,1.7,5.1,1.7,1.7,8.5,5.1,6.8,15.3,10.2,8.5,33.9,1.7
380,56,"16.04.2013","Ohr",46,39,7,2.878,2.497,4.3,8.7,8.7,2.2,15.2,19.6,6.5,8.7,8.7,2.2,15.2,NA
380,56,"19.02.2013","Ohr",66,58,8,2.947,2.664,NA,3,12.1,9.1,12.1,10.6,13.6,19.7,4.5,3,12.1,NA
380,58,"05.05.2014","Ohr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,58,"29.04.2014","Ohr",55,34,21,3.667,2.818,5.5,1.8,3.6,3.6,5.5,12.7,5.5,NA,9.1,12.7,38.2,1.8
380,58,"17.03.2014","Ohr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,58,"18.02.2014","Ohr",43,24,19,3.712,2.648,2.3,2.3,14,NA,2.3,4.7,11.6,4.7,7,4.7,44.2,2.3
380,60,"08.04.2015","Ohr",41,27,14,3.493,2.681,2.4,7.3,2.4,7.3,7.3,9.8,7.3,2.4,7.3,9.8,34.1,2.4
380,60,"17.02.2015","Ohr",56,43,13,3.068,2.484,5.4,7.1,5.4,8.9,10.7,14.3,8.9,3.6,8.9,3.6,23.2,NA
1660,53,NA,"Rübel",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,53,"08.11.2011","Rübel",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,53,"10.10.2011","Rübel",86,77,9,2.863,2.613,1.2,3.5,5.8,11.6,18.6,17.4,11.6,10.5,4.7,4.7,10.5,NA
1660,53,"25.07.2011","Rübel",53,51,2,2.506,2.406,NA,3.8,17,15.1,18.9,20.8,9.4,1.9,3.8,3.8,3.8,1.9
1660,53,"07.07.2011","Rübel",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,55,NA,"Rübel",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,55,"10.10.2012","Rübel",55,50,5,3.2,3.034,NA,NA,NA,14.5,3.6,10.9,23.6,16.4,10.9,10.9,7.3,NA
1660,55,"21.08.2012","Rübel",58,57,1,2.39,2.344,1.7,12.1,12.1,22.4,17.2,5.2,8.6,10.3,1.7,6.9,1.7,NA
1660,55,"25.07.2012","Rübel",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,57,"16.10.2013","Rübel",77,71,6,2.797,2.611,NA,14.3,6.5,7.8,11.7,11.7,15.6,9.1,6.5,9.1,7.8,NA
1660,57,"31.07.2013","Rübel",77,63,14,3.271,2.887,NA,5.2,5.2,9.1,7.8,7.8,11.7,13,9.1,13,18.2,NA
1660,59,"15.10.2014","Rübel",74,71,3,2.589,2.487,NA,5.4,18.9,9.5,13.5,18.9,12.2,10.8,2.7,4.1,4.1,NA
1660,59,"13.08.2014","Rübel",49,39,10,2.915,2.421,4.1,4.1,10.2,16.3,12.2,8.2,4.1,8.2,6.1,4.1,18.4,4.1
1660,61,"07.10.2015","Rübel",78,62,16,3.245,2.792,3.8,5.1,5.1,7.7,10.3,9,7.7,5.1,10.3,15.4,20.5,NA
1660,61,"27.07.2015","Rübel",71,62,9,3.089,2.811,NA,NA,7,2.8,23.9,16.9,9.9,9.9,8.5,8.5,12.7,NA
318,52,"25.01.2011","Geishecker",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,52,"28.04.2011","König",31,30,1,2.113,2.017,19.4,16.1,12.9,6.5,9.7,22.6,NA,NA,6.5,3.2,3.2,NA
247,52,"21.02.2011","König",43,31,12,3.353,2.716,4.7,4.7,9.3,4.7,9.3,9.3,2.3,2.3,11.6,14,27.9,NA
247,54,"03.05.2012","König",12,10,2,2.95,2.54,NA,NA,NA,16.7,41.7,NA,NA,25,NA,NA,16.7,NA
247,54,"20.02.2012","König",36,33,3,2.267,2.018,8.3,13.9,19.4,11.1,16.7,11.1,5.6,5.6,NA,NA,8.3,NA
247,56,"25.04.2013","König",27,24,3,2.974,2.721,3.7,3.7,7.4,14.8,7.4,3.7,14.8,14.8,11.1,7.4,11.1,NA
247,56,"18.02.2013","König",40,27,13,3.145,2.252,5,10,7.5,10,15,5,5,2.5,NA,7.5,32.5,NA
247,58,"08.05.2014","König",36,36,0,2.625,2.625,11.1,NA,5.6,5.6,11.1,25,19.4,11.1,5.6,5.6,NA,NA
247,58,"17.02.2014","König",29,19,10,3.603,2.868,NA,3.4,10.3,NA,6.9,13.8,3.4,6.9,10.3,10.3,34.5,NA
400,52,"22.02.2011","Keser",19,15,4,2.819,2.345,NA,5.3,5.3,5.3,NA,NA,NA,5.3,NA,5.3,5.3,NA
400,53,"26.07.2011","Keser",24,20,4,2.921,2.615,4.2,NA,NA,NA,NA,8.3,NA,NA,8.3,NA,4.2,NA
400,54,"21.02.2012","Keser",15,15,0,1.949,1.949,20,6.7,6.7,6.7,6.7,NA,NA,NA,NA,NA,NA,NA
400,55,"15.10.2012","Keser",16,15,1,2.594,2.433,NA,NA,25,6.3,12.5,25,18.8,6.3,NA,NA,6.3,NA
400,55,"24.07.2012","Keser",34,24,10,3.041,2.225,5.9,5.9,17.6,8.8,5.9,8.8,2.9,11.8,2.9,NA,29.4,NA
400,57,"16.09.2013","Keser",18,16,2,2.411,2.087,16.7,5.6,11.1,16.7,5.6,22.2,NA,11.1,NA,NA,11.1,NA
400,57,"23.07.2013","Keser",46,45,1,2.272,2.211,6.5,15.2,15.2,15.2,6.5,19.6,6.5,6.5,4.3,2.2,2.2,NA
400,58,"18.02.2014","Keser",37,27,10,3.144,2.456,NA,5.4,2.7,2.7,2.7,2.7,2.7,NA,NA,NA,27,NA
400,59,"29.07.2014","Keser",21,16,5,3.176,2.606,NA,4.8,4.8,NA,NA,23.8,14.3,NA,NA,NA,23.8,NA
400,60,"17.02.2015","Keser",20,14,6,3.31,2.586,NA,10,25,NA,NA,5,5,NA,10,15,30,NA
400,61,"19.10.2015","Keser",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,61,"20.07.2015","Keser",12,8,4,3.317,2.475,NA,8.3,NA,8.3,25,NA,8.3,16.7,NA,NA,33.3,NA
400,62,"09.12.2015","Keser",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,62,"11.11.2015","Keser",10,6,4,3.6,2.667,NA,NA,20,NA,20,NA,NA,NA,NA,20,40,NA
403,53,"03.11.2011","König",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,53,"19.08.2011","König",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,53,"27.07.2011","König",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,53,"25.07.2011","König",17,17,0,2.124,2.124,11.8,17.6,17.6,17.6,NA,11.8,11.8,NA,5.9,5.9,NA,NA
403,55,"01.11.2012","König",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,55,"30.07.2012","König",29,29,0,2.193,2.193,3.4,10.3,31,10.3,10.3,17.2,6.9,3.4,3.4,3.4,NA,NA
403,57,"29.10.2013","König",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,57,"22.07.2013","König",17,15,2,2.441,2.1,17.6,NA,17.6,23.5,5.9,11.8,NA,NA,5.9,5.9,11.8,NA
6658,52,"08.04.2011","Zapka",47,36,11,3.284,2.729,2.1,8.5,4.3,6.4,6.4,10.6,4.3,14.9,2.1,12.8,23.4,4.3
6658,52,"17.02.2011","Zapka",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6658,53,"17.10.2011","Zapka",30,20,10,3.766,3.116,NA,3.3,NA,3.3,13.3,3.3,10,3.3,3.3,23.3,33.3,3.3
6658,53,"30.09.2011","Zapka",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6658,53,"18.07.2011","Zapka",28,24,4,3.007,2.661,3.6,7.1,3.6,10.7,3.6,10.7,17.9,17.9,NA,7.1,14.3,3.6
6658,54,"03.04.2012","0PA",19,13,6,3.332,2.562,NA,5.3,10.5,NA,21.1,15.8,NA,5.3,NA,10.5,31.6,NA
6658,54,"28.02.2012","Zapka",33,26,7,3.191,2.704,NA,NA,9.1,12.1,15.2,9.1,6.1,15.2,9.1,3,21.2,NA
6658,55,"06.10.2012","0PA",40,30,10,3.448,2.93,NA,NA,2.5,2.5,10,27.5,7.5,10,7.5,7.5,25,NA
6658,55,"30.07.2012","0PA",44,37,7,3.014,2.638,NA,4.5,4.5,15.9,18.2,9.1,11.4,4.5,9.1,6.8,15.9,NA
6658,56,"28.03.2013","0PA",23,18,5,3.17,2.661,NA,4.3,4.3,17.4,8.7,13,4.3,17.4,NA,8.7,21.7,NA
6658,56,"13.02.2013","0PA",18,14,4,3.294,2.807,NA,11.1,NA,NA,11.1,NA,38.9,NA,16.7,NA,22.2,NA
6658,57,"18.10.2013","0PA",24,21,3,3.267,3.019,NA,NA,4.2,NA,12.5,20.8,12.5,16.7,12.5,8.3,12.5,NA
6658,57,"12.07.2013","0PA",26,23,3,3.054,2.8,NA,NA,11.5,19.2,NA,3.8,19.2,19.2,11.5,3.8,11.5,NA
6658,58,"31.03.2014","0PA",39,30,9,3.708,3.32,NA,NA,NA,2.6,7.7,5.1,5.1,30.8,2.6,23.1,23.1,NA
6658,58,"05.02.2014","0PA",31,28,3,3.032,2.821,3.2,6.5,9.7,9.7,3.2,9.7,9.7,12.9,3.2,22.6,9.7,NA
6658,59,"17.10.2014","0PA",18,16,2,3.183,2.956,NA,NA,NA,27.8,5.6,11.1,NA,16.7,5.6,22.2,11.1,NA
6658,59,"22.07.2014","0PA",21,19,2,2.819,2.589,NA,14.3,NA,4.8,19,19,14.3,9.5,4.8,4.8,9.5,NA
6658,60,"09.04.2015","0PA",43,27,16,3.814,3.111,NA,NA,2.3,4.7,9.3,7,4.7,11.6,11.6,11.6,37.2,NA
6658,60,"27.02.2015","0PA",62,46,15,3.539,3.03,NA,1.6,3.2,4.8,16.1,NA,12.9,9.7,11.3,14.5,25.8,NA
6658,61,"23.10.2015","0PA",28,20,8,3.729,3.22,NA,NA,3.6,7.1,7.1,3.6,10.7,3.6,10.7,25,28.6,NA
6658,61,"15.07.2015","0PA",26,18,8,3.585,2.956,NA,NA,3.8,3.8,15.4,3.8,11.5,15.4,7.7,7.7,30.8,NA
6658,62,"12.02.2016","0PA",17,13,4,3.582,3.146,NA,NA,NA,5.9,5.9,11.8,5.9,29.4,5.9,11.8,23.5,NA
6658,62,"12.02.2016","Zapka",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7452,52,"18.04.2011","Gehringer",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7452,52,"16.02.2011","Gehringer",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7452,52,"26.01.2011","Gehringer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7452,52,"17.12.2010","Gehringer",15,12,3,2.793,2.242,20,NA,6.7,NA,20,6.7,13.3,13.3,NA,NA,20,NA
7452,54,"17.02.2012","Gehringer",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7452,54,"26.01.2012","Gehringer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7452,54,"15.12.2011","Gehringer",26,24,2,2.531,2.325,11.5,15.4,7.7,11.5,11.5,NA,11.5,7.7,3.8,11.5,7.7,NA
7452,56,"04.02.2013","Gehringer",14,9,5,3.55,2.744,14.3,NA,NA,NA,7.1,7.1,NA,14.3,21.4,NA,35.7,NA
7452,56,"10.12.2012","Gehringer",34,26,8,2.938,2.304,11.8,8.8,5.9,8.8,11.8,5.9,NA,11.8,11.8,NA,23.5,NA
10016,52,"25.11.2010","Sathe",11,10,1,2.482,2.23,NA,18.2,9.1,18.2,18.2,18.2,NA,NA,NA,9.1,9.1,NA
10016,53,"30.06.2011","Rai",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,54,"06.02.2012","Sathe",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,54,"07.12.2011","Sathe",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,55,"08.08.2012","Vadlamannati",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,55,"26.07.2012","Vadlamannati",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,58,"10.01.2014","Sathe",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,60,"15.02.2015","Filipiak",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13293,53,"07.07.2011","Kanwar",30,27,3,2.517,2.241,NA,NA,NA,3.3,NA,3.3,NA,NA,NA,3.3,10,NA
13293,57,"15.10.2013","Klasen",10,8,2,3.14,2.675,10,NA,10,NA,10,10,20,NA,10,10,20,NA
13293,57,"16.07.2013","Klasen",29,19,10,3.369,2.526,6.9,3.4,3.4,10.3,10.3,3.4,10.3,3.4,10.3,3.4,31,NA
13293,59,"24.09.2014","Klasen",15,9,6,3.407,2.344,6.7,NA,6.7,20,6.7,6.7,NA,NA,13.3,NA,40,NA
13293,59,"30.07.2014","Klasen",45,39,6,2.676,2.318,8.9,6.7,11.1,15.6,8.9,11.1,11.1,4.4,2.2,6.7,13.3,NA
13293,61,"21.10.2015","Klasen",12,12,0,2.308,2.308,NA,8.3,8.3,33.3,8.3,25,8.3,8.3,NA,NA,NA,NA
13293,61,"22.07.2015","Klasen",31,25,6,3.229,2.804,3.2,NA,9.7,6.5,12.9,9.7,9.7,6.5,9.7,12.9,19.4,NA
14788,53,"30.06.2011","Rai",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14788,57,"15.08.2013","Ghosh",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16547,53,"20.07.2011","Aytimur",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16547,55,"01.08.2012","Aytimur",11,5,6,3.973,2.74,9.1,NA,9.1,NA,NA,NA,9.1,NA,NA,18.2,54.5,NA
16923,53,"04.08.2011","Günther",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,54,"26.01.2012","Geishecker",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,54,"18.12.2011","Rai",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,54,"12.12.2011","Klasen",14,9,5,3.018,1.917,NA,NA,NA,7.1,7.1,NA,NA,NA,NA,NA,35.7,NA
16923,54,"14.11.2011","Klasen",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,55,"31.07.2012","Vollmer",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,55,"17.07.2012","Strulik",11,11,0,2.427,2.427,9.1,18.2,9.1,9.1,9.1,NA,18.2,NA,27.3,NA,NA,NA
16923,55,"04.07.2012","Günther",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,55,"28.06.2012","Bruns",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,56,"07.01.2013","Geishecker",11,10,1,2.682,2.45,9.1,9.1,NA,NA,NA,NA,NA,NA,9.1,9.1,9.1,NA
16923,56,"15.12.2012","Strulik",11,11,0,2.327,2.327,NA,9.1,9.1,18.2,27.3,9.1,27.3,NA,NA,NA,NA,NA
16923,56,"09.12.2012","Lay",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,56,"08.11.2012","Strulik",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,57,"07.07.2013","Groß",17,15,2,2.335,1.98,NA,11.8,29.4,11.8,23.5,11.8,NA,NA,NA,NA,11.8,NA
16923,57,"15.06.2013","Baskaran",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16923,57,"27.05.2013","Strulik",15,15,0,2.327,2.327,6.7,13.3,20,6.7,13.3,NA,13.3,20,6.7,NA,NA,NA
16923,58,"10.01.2014","Baskaran",11,9,2,2.364,1.778,NA,27.3,27.3,18.2,NA,NA,9.1,NA,NA,NA,18.2,NA
