"modul","semester","termin","pruefer","anzahl","bestanden","nichtBestanden","schnitt","schnittBestanden","X1_0","X1_3","X1_7","X2_0","X2_3","X2_7","X3_0","X3_3","X3_7","X4_0","X5_0","ohneNote"
1659,55,"08.08.2012","Oestreicher",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,57,"16.07.2013","Oestreicher",27,24,3,3.237,3.017,NA,11.1,NA,NA,14.8,7.4,7.4,18.5,7.4,22.2,11.1,NA
189,52,"17.03.2011","Rank",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,52,"06.12.2010","Rank",10,10,0,2.13,2.13,10,20,20,10,10,NA,20,NA,NA,10,NA,NA
189,53,"17.10.2011","Rank",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,53,"29.09.2011","Rank",18,17,1,2.511,2.365,11.1,11.1,5.6,16.7,11.1,5.6,5.6,16.7,5.6,5.6,5.6,NA
189,53,"11.07.2011","Rank",42,32,10,2.993,2.366,4.8,2.4,9.5,9.5,19,16.7,7.1,2.4,NA,4.8,23.8,NA
189,54,"01.02.2012","Müller-Seitz",44,43,1,2.527,2.47,4.5,6.8,13.6,11.4,9.1,15.9,20.5,6.8,6.8,2.3,2.3,NA
190,52,"09.02.2011","Möller",62,52,10,2.879,2.471,1.6,6.5,12.9,14.5,11.3,11.3,8.1,4.8,6.5,6.5,16.1,NA
190,53,"04.05.2011","Möller",26,21,5,3.292,2.886,3.8,3.8,NA,11.5,3.8,7.7,15.4,15.4,7.7,11.5,19.2,NA
190,54,"05.06.2012","Wolff",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,54,"04.05.2012","Wolff",34,29,5,2.788,2.407,5.9,17.6,8.8,2.9,8.8,8.8,5.9,14.7,5.9,5.9,14.7,NA
190,54,"16.02.2012","Wolff",40,33,7,2.835,2.376,5,5,12.5,10,15,10,15,2.5,5,2.5,17.5,NA
190,55,"09.07.2012","Wolff",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,56,"13.02.2013","Wolff",58,49,9,2.855,2.461,8.6,6.9,12.1,6.9,10.3,8.6,6.9,10.3,3.4,10.3,15.5,NA
190,57,"06.05.2013","Wolff",33,29,4,2.758,2.448,3,3,15.2,15.2,21.2,3,9.1,3,9.1,6.1,12.1,NA
190,58,"11.02.2014","Wolff",40,34,6,2.81,2.424,12.5,5,7.5,12.5,2.5,12.5,12.5,10,2.5,7.5,15,NA
190,59,"28.04.2014","Wolff",30,24,6,3.007,2.508,10,10,3.3,6.7,3.3,3.3,20,13.3,6.7,3.3,20,NA
190,60,"10.02.2015","Wolff",53,49,4,2.675,2.486,5.7,13.2,11.3,7.5,7.5,11.3,11.3,5.7,11.3,7.5,7.5,NA
190,61,"29.04.2015","Wolff",28,21,7,3.161,2.548,3.6,NA,14.3,14.3,3.6,7.1,14.3,7.1,7.1,3.6,25,NA
190,62,"16.02.2016","Wolff",48,40,8,2.798,2.357,8.3,10.4,8.3,10.4,12.5,4.2,8.3,12.5,NA,8.3,16.7,NA
194,52,"25.02.2011","Geldermann",62,59,3,2.147,2.002,3.2,8.1,27.4,30.6,9.7,9.7,4.8,NA,1.6,NA,4.8,NA
194,53,"10.05.2011","Geldermann",22,21,1,2.255,2.124,13.6,22.7,13.6,4.5,9.1,9.1,4.5,4.5,4.5,9.1,4.5,NA
194,54,"26.03.2012","Geldermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,54,"20.02.2012","Geldermann",48,48,0,2.602,2.602,4.2,6.3,10.4,10.4,10.4,16.7,10.4,20.8,4.2,6.3,NA,NA
194,54,"23.08.2011","Geldermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,55,"16.05.2012","Geldermann",29,29,0,2.448,2.448,NA,NA,20.7,10.3,31,13.8,10.3,6.9,3.4,3.4,NA,NA
194,56,"18.02.2013","Geldermann",39,39,0,2.49,2.49,NA,5.1,7.7,28.2,17.9,7.7,12.8,12.8,2.6,5.1,NA,NA
194,57,"17.05.2013","Geldermann",35,31,4,2.754,2.465,5.7,2.9,11.4,11.4,17.1,8.6,17.1,2.9,8.6,2.9,11.4,NA
194,58,"16.05.2014","Geldermann",35,33,2,2.494,2.342,2.9,8.6,20,17.1,8.6,14.3,5.7,2.9,11.4,2.9,5.7,NA
194,58,"21.02.2014","Geldermann",39,37,2,2.526,2.392,2.6,5.1,12.8,15.4,15.4,17.9,17.9,2.6,5.1,NA,5.1,NA
194,60,"11.05.2015","Geldermann",42,38,4,2.371,2.095,2.4,16.7,23.8,4.8,16.7,7.1,16.7,2.4,NA,NA,9.5,NA
194,60,"23.02.2015","Geldermann",46,45,1,2.18,2.118,6.5,10.9,15.2,21.7,17.4,13,6.5,4.3,2.2,NA,2.2,NA
191,57,"01.05.2013","Maurer",16,14,2,2.038,1.614,18.8,18.8,18.8,18.8,12.5,NA,NA,NA,NA,NA,12.5,NA
191,59,"28.04.2014","Maurer",17,16,1,1.9,1.706,NA,29.4,35.3,17.6,11.8,NA,NA,NA,NA,NA,5.9,NA
191,61,"21.04.2015","Maurer",18,18,0,1.783,1.783,NA,33.3,33.3,16.7,NA,16.7,NA,NA,NA,NA,NA,NA
193,57,"05.06.2013","Geldermann",11,11,0,2.045,2.045,NA,36.4,NA,NA,36.4,27.3,NA,NA,NA,NA,NA,NA
193,59,"30.06.2014","Geldermann",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,61,"12.06.2015","Geldermann",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,58,"21.10.2013","Oestreicher",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,61,"07.05.2015","Oestreicher",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,54,"16.02.2012","Geldermann",41,40,1,2.01,1.933,7.3,14.6,26.8,12.2,17.1,12.2,2.4,2.4,NA,NA,2.4,2.4
278,57,"26.08.2013","Geldermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,57,"25.07.2013","Geldermann",44,44,0,2.686,2.686,NA,4.5,11.4,15.9,9.1,11.4,18.2,11.4,15.9,2.3,NA,NA
278,60,"13.02.2015","Geldermann",10,9,1,2.31,2.011,30,NA,30,NA,NA,NA,20,NA,NA,10,10,NA
278,60,"19.12.2014","Geldermann",20,17,3,2.53,2.094,10,10,NA,35,5,15,NA,10,NA,NA,15,NA
278,62,"21.12.2015","Geldermann",13,8,5,2.908,1.6,23.1,NA,23.1,7.7,NA,7.7,NA,NA,NA,NA,38.5,NA
378,52,"19.11.2010","Hitz",12,12,0,2.233,2.233,NA,8.3,33.3,16.7,8.3,16.7,NA,8.3,8.3,NA,NA,NA
378,54,"05.12.2011","Hitz",18,16,2,2.117,1.756,NA,22.2,38.9,16.7,5.6,5.6,NA,NA,NA,NA,11.1,NA
378,56,"30.11.2012","Hitz",12,12,0,2.117,2.117,NA,8.3,33.3,16.7,25,8.3,NA,NA,8.3,NA,NA,NA
378,58,"24.10.2013","Hitz",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,60,"06.11.2014","Hitz",12,10,2,2.533,2.04,NA,16.7,25,8.3,8.3,16.7,8.3,NA,NA,NA,16.7,NA
378,62,"05.11.2015","Hitz",13,12,1,2.277,2.05,NA,7.7,23.1,30.8,23.1,NA,NA,7.7,NA,NA,7.7,NA
196,53,"14.11.2011","Geldermann",25,22,3,2.712,2.4,4,16,4,8,20,12,4,8,4,8,12,NA
196,53,"21.07.2011","Geldermann",54,37,17,3.125,2.239,5.6,3.7,13,11.1,13,1.9,9.3,5.6,3.7,NA,31.5,1.9
196,56,"08.05.2013","Geldermann",36,33,3,2.536,2.312,5.6,13.9,13.9,13.9,11.1,8.3,2.8,8.3,8.3,5.6,8.3,NA
196,56,"19.02.2013","Geldermann",33,32,1,2.23,2.144,15.2,9.1,18.2,9.1,6.1,21.2,9.1,3,3,3,3,NA
196,59,"11.11.2014","Geldermann",32,28,4,2.759,2.439,3.1,6.3,9.4,15.6,15.6,9.4,15.6,3.1,3.1,6.3,12.5,NA
196,59,"05.08.2014","Geldermann",29,26,3,2.524,2.238,6.9,13.8,6.9,20.7,13.8,10.3,NA,6.9,3.4,6.9,10.3,NA
93,52,"28.01.2011","Notz",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,54,"15.12.2011","Dierkes",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,55,"01.08.2012","Dierkes",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,56,"18.12.2012","Dierkes",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,57,"30.05.2013","Dierkes",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,59,"13.06.2014","Dierkes",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,61,"05.06.2015","Schirmer",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,52,"24.05.2011","Geldermann",18,15,3,2.806,2.367,5.6,16.7,5.6,NA,22.2,5.6,16.7,NA,NA,11.1,16.7,NA
286,52,"22.02.2011","Geldermann",23,19,4,2.504,1.979,8.7,13,13,17.4,13,8.7,4.3,4.3,NA,NA,17.4,NA
286,55,"14.11.2012","Lauven",10,9,1,2.62,2.356,NA,30,NA,10,20,NA,10,NA,10,10,10,NA
286,55,"30.07.2012","Lauven",15,12,3,2.647,2.058,6.7,20,13.3,13.3,NA,13.3,6.7,NA,NA,6.7,20,NA
286,58,"05.05.2014","Lauven",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,58,"10.02.2014","Lauven",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,61,"02.11.2015","Lauven",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,61,"20.07.2015","Lauven",13,7,6,3.454,2.129,NA,15.4,NA,15.4,7.7,7.7,NA,7.7,NA,NA,46.2,NA
287,61,"16.07.2015","Bloech",17,17,0,1.547,1.547,17.6,29.4,29.4,17.6,5.9,NA,NA,NA,NA,NA,NA,NA
204,52,"24.05.2011","Geldermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,52,"25.02.2011","Geldermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,52,"22.02.2011","Korn",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,53,"31.10.2011","Toporowski",25,23,2,2.496,2.278,4,8,12,32,8,8,4,4,8,4,8,NA
204,53,"19.09.2011","Toporowski",16,12,4,3.075,2.433,6.3,NA,18.8,NA,6.3,18.8,18.8,NA,6.3,NA,25,NA
204,53,"29.07.2011","Korn",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,53,"27.07.2011","Korn",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,53,"21.07.2011","Geldermann",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,53,"19.07.2011","Toporowski",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,54,"21.02.2012","Brehm",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,54,"20.02.2012","Geldermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,54,"16.02.2012","Geldermann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,55,"07.11.2012","Toporowski",20,20,0,2.405,2.405,NA,5,10,35,5,20,15,5,NA,5,NA,NA
204,55,"24.07.2012","Toporowski",50,45,5,2.484,2.204,2,20,12,16,6,14,8,8,NA,4,10,NA
204,57,"10.02.2014","Toporowski",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,57,"06.11.2013","Toporowski",49,44,5,2.939,2.705,NA,NA,8.2,16.3,14.3,18.4,10.2,4.1,12.2,6.1,10.2,NA
204,57,"16.07.2013","Toporowski",27,21,6,2.863,2.252,NA,11.1,11.1,14.8,14.8,11.1,11.1,NA,NA,3.7,22.2,NA
204,59,"27.10.2014","Toporowski",37,34,3,2.716,2.515,2.7,2.7,5.4,16.2,16.2,21.6,18.9,NA,5.4,2.7,8.1,NA
204,59,"29.07.2014","Toporowski",37,29,8,3.238,2.752,NA,2.7,5.4,13.5,8.1,16.2,10.8,5.4,5.4,10.8,21.6,NA
204,61,"09.11.2015","Toporowski",27,23,4,2.43,1.983,14.8,7.4,11.1,22.2,11.1,7.4,3.7,7.4,NA,NA,14.8,NA
204,61,"21.07.2015","Toporowski",26,22,4,2.969,2.6,NA,3.8,11.5,15.4,11.5,NA,19.2,15.4,3.8,3.8,15.4,NA
207,52,"15.02.2011","Schumann",31,27,4,2.887,2.574,NA,NA,3.2,12.9,NA,3.2,6.5,3.2,NA,NA,12.9,NA
208,52,"08.06.2011","Hammerschmidt",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,53,"24.10.2012","Schumann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,54,"22.04.2013","Schumann",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,55,NA,"Toporowski",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,56,"26.01.2015","Schumann",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,56,"14.05.2013","Toporowski",10,10,0,1.5,1.5,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,56,"02.05.2013","Dannewald",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,56,"31.03.2013","Hammerschmidt",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,56,"31.03.2013","Schumann",10,9,1,2.48,2.2,NA,20,NA,NA,50,10,10,NA,NA,NA,10,NA
208,56,"13.11.2012","Toporowski",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,57,"12.05.2015","Schumann",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,57,"29.09.2013","Schumann",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,57,"31.08.2013","Boztug",14,14,0,1.829,1.829,NA,NA,57.1,42.9,NA,NA,NA,NA,NA,NA,NA,NA
208,57,"14.06.2013","Dannewald",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,57,"20.03.2013","Hammerschmidt",10,10,0,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,58,"11.09.2015","Schumann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,58,"31.03.2014","Boztug",11,11,0,1.945,1.945,NA,NA,36.4,45.5,18.2,NA,NA,NA,NA,NA,NA,NA
208,58,"31.03.2014","Dannewald",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,58,"31.03.2014","Toporowski",12,12,0,1.617,1.617,NA,33.3,50,16.7,NA,NA,NA,NA,NA,NA,NA,NA
208,58,"29.03.2014","Schumann",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"25.02.2016","Schumann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"01.02.2016","Schumann",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"15.09.2015","Schumann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"11.09.2015","Schumann",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"10.04.2015","Schumann",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"17.03.2015","Schumann",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"13.02.2015","Schumann",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"30.09.2014","Schumann",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"30.09.2014","Toporowski",16,16,0,1.444,1.444,NA,68.8,25,6.3,NA,NA,NA,NA,NA,NA,NA,NA
208,59,"01.08.2014","Hammerschmidt",10,10,0,1.2,1.2,90,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
208,60,"30.06.2015","Schumann",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,60,"31.03.2015","Boztug",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,60,"30.03.2015","Schumann",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,60,"16.01.2015","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,60,"16.01.2015","Hammerschmidt",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,61,"30.09.2015","Boztug",13,13,0,1.569,1.569,NA,61.5,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA
208,61,"30.09.2015","Dannewald",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,61,"30.09.2015","Schumann",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,61,"30.09.2015","Toporowski",12,12,0,1.3,1.3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,61,"28.07.2015","Kolbe",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,58,"08.01.2014","Toporowski",11,11,0,2.182,2.182,NA,18.2,9.1,27.3,9.1,18.2,18.2,NA,NA,NA,NA,NA
294,60,"07.01.2015","Toporowski",14,13,1,2.271,2.062,NA,14.3,28.6,14.3,7.1,21.4,7.1,NA,NA,NA,7.1,NA
294,62,"08.01.2016","Toporowski",11,11,0,1.836,1.836,NA,36.4,9.1,27.3,18.2,9.1,NA,NA,NA,NA,NA,NA
296,57,"30.09.2013","Lademann",16,16,0,1.544,1.544,25,37.5,NA,18.8,18.8,NA,NA,NA,NA,NA,NA,NA
296,59,"31.08.2014","Lademann",13,13,0,1.485,1.485,NA,53.8,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,61,"31.08.2015","Lademann",19,19,0,1.895,1.895,NA,36.8,5.3,15.8,31.6,10.5,NA,NA,NA,NA,NA,NA
126,52,"28.02.2011","Liebau",23,20,3,2.864,2.526,13,NA,13,4.3,8.7,8.7,4.3,17.4,4.3,8.7,13,4.3
126,54,"27.02.2012","Liebau",29,25,4,2.959,2.632,10.3,3.4,3.4,13.8,3.4,10.3,13.8,6.9,13.8,6.9,13.8,NA
126,56,"25.02.2013","Liebau",19,17,2,2.753,2.488,10.5,5.3,15.8,NA,5.3,5.3,26.3,15.8,NA,5.3,10.5,NA
126,58,"28.02.2014","Liebau",33,30,3,3.13,2.943,6.1,6.1,3,3,12.1,6.1,12.1,6.1,12.1,24.2,9.1,NA
330,52,"15.02.2011","Brehm",43,40,3,2.621,2.438,2.3,9.3,7,18.6,9.3,20.9,9.3,4.7,2.3,7,7,2.3
330,54,"21.02.2012","Brehm",68,63,5,2.612,2.422,NA,10.3,19.1,16.2,5.9,13.2,8.8,7.4,2.9,8.8,7.4,NA
330,56,"26.02.2013","Brehm",69,66,3,2.664,2.558,2.9,2.9,14.5,10.1,14.5,15.9,10.1,14.5,7.2,2.9,4.3,NA
330,58,"25.02.2014","Brehm",49,48,1,2.345,2.29,8.2,10.2,14.3,16.3,8.2,14.3,12.2,4.1,8.2,2,2,NA
330,60,"24.02.2015","Brehm",83,82,1,2.492,2.461,3.6,4.8,14.5,16.9,13.3,14.5,9.6,12,6,3.6,1.2,NA
374,52,"08.11.2010","Rank",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,52,"21.02.2011","Rank",12,8,4,3.364,2.429,NA,NA,NA,16.7,16.7,16.7,8.3,NA,NA,NA,33.3,8.3
332,56,"18.02.2013","Maurer",27,26,1,2.63,2.538,NA,7.4,14.8,7.4,14.8,18.5,11.1,14.8,3.7,3.7,3.7,NA
332,58,"17.02.2014","Maurer",35,31,4,2.671,2.371,2.9,5.7,25.7,8.6,2.9,22.9,8.6,NA,2.9,8.6,11.4,NA
332,60,"16.02.2015","Maurer",22,20,2,2.632,2.395,NA,4.5,4.5,22.7,22.7,13.6,18.2,4.5,NA,NA,9.1,NA
943,52,"05.05.2011","Boztug",17,14,3,2.829,2.364,5.9,5.9,11.8,5.9,5.9,29.4,5.9,11.8,NA,NA,17.6,NA
943,52,"10.02.2011","Boztug",19,14,5,3,2.286,10.5,5.3,5.3,21.1,NA,5.3,10.5,10.5,5.3,NA,26.3,NA
943,56,"22.04.2013","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,56,"12.04.2013","Boztug",41,34,7,2.956,2.535,2.4,7.3,12.2,9.8,9.8,12.2,9.8,2.4,9.8,7.3,17.1,NA
943,56,"26.02.2013","Boztug",47,35,12,3.066,2.403,2.1,8.5,17,6.4,8.5,8.5,6.4,6.4,4.3,6.4,25.5,NA
943,60,"21.04.2015","Boztug",22,20,2,2.559,2.315,NA,9.1,13.6,22.7,9.1,9.1,18.2,9.1,NA,NA,9.1,NA
943,60,"16.12.2014","Boztug",62,54,8,2.834,2.513,3.2,4.8,9.7,14.5,12.9,9.7,11.3,9.7,9.7,1.6,12.9,NA
943,62,"16.12.2015","Boztug",39,32,7,2.9,2.441,5.1,10.3,12.8,12.8,5.1,7.7,7.7,2.6,5.1,12.8,17.9,NA
1332,52,"01.03.2011","Boztug",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,57,"31.05.2013","Boztug",22,20,2,2.123,1.835,NA,18.2,27.3,31.8,9.1,4.5,NA,NA,NA,NA,9.1,NA
1661,59,"30.06.2014","Boztug",10,10,0,1.9,1.9,10,20,20,10,20,20,NA,NA,NA,NA,NA,NA
1661,61,"25.06.2015","Boztug",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,52,"18.04.2011","Boztug",21,18,3,3.352,3.078,NA,4.8,9.5,NA,9.5,9.5,4.8,9.5,14.3,23.8,14.3,NA
1665,52,"09.03.2011","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,52,"09.03.2011","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,52,"09.03.2011","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,52,"09.03.2011","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,52,"09.03.2011","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,52,"09.03.2011","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,52,"09.03.2011","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,52,"09.03.2011","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,52,"16.02.2011","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,54,"23.04.2012","Toporowski",20,17,3,2.98,2.624,NA,5,15,NA,20,10,10,15,5,5,15,NA
1665,54,"15.02.2012","Boztug",28,24,4,2.671,2.283,3.6,NA,14.3,32.1,7.1,10.7,7.1,7.1,3.6,NA,14.3,NA
1665,54,"15.02.2012","Toporowski",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,56,"26.04.2013","Toporowski",19,16,3,3.163,2.819,NA,NA,15.8,5.3,5.3,10.5,15.8,15.8,10.5,5.3,15.8,NA
1665,56,"13.02.2013","Boztug",15,15,0,2.34,2.34,NA,6.7,13.3,40,6.7,6.7,13.3,NA,13.3,NA,NA,NA
1665,56,"13.02.2013","Hammerschmidt",13,13,0,2.415,2.415,7.7,NA,15.4,30.8,NA,15.4,7.7,15.4,NA,7.7,NA,NA
1665,56,"13.02.2013","Toporowski",13,12,1,2.592,2.392,NA,15.4,15.4,15.4,7.7,7.7,7.7,7.7,15.4,NA,7.7,NA
1665,58,"28.04.2014","Toporowski",21,20,1,2.571,2.45,9.5,4.8,9.5,4.8,14.3,19,19,9.5,NA,4.8,4.8,NA
1665,58,"12.02.2014","Toporowski",24,23,1,2.833,2.739,4.2,4.2,4.2,8.3,12.5,12.5,25,8.3,8.3,8.3,4.2,NA
1665,60,"17.04.2015","Toporowski",29,27,2,2.486,2.3,6.9,6.9,17.2,13.8,13.8,13.8,3.4,6.9,6.9,3.4,6.9,NA
1665,60,"11.02.2015","Toporowski",37,33,4,2.546,2.248,8.1,8.1,18.9,16.2,5.4,10.8,8.1,2.7,2.7,8.1,10.8,NA
1668,53,"14.11.2011","Boztug",10,7,3,3,2.143,NA,NA,20,20,20,NA,10,NA,NA,NA,30,NA
1668,53,"20.07.2011","Boztug",13,9,4,3.031,2.156,NA,7.7,30.8,7.7,7.7,NA,NA,7.7,7.7,NA,30.8,NA
1668,55,"06.02.2013","Boztug",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,55,"02.11.2012","Boztug",22,17,5,3.264,2.753,4.5,4.5,9.1,9.1,NA,9.1,9.1,9.1,13.6,9.1,22.7,NA
1668,55,"25.07.2012","Toporowski",24,19,5,2.917,2.368,4.2,8.3,4.2,20.8,4.2,12.5,16.7,4.2,NA,4.2,20.8,NA
